path,role,lines,module_description,imports,top_level_symbols
backend/tests/test_route_ordering.py,test,22,Regression guard for ``/api/v1/runs`` route registration order.,app.bootstrap; app.routers,test_run_compare_registered_before_runs
backend/tests/test_run_deletion_guards.py,test,308,"S2c — what must refuse a per-run delete, and what must never be deleted.",__future__; app.models.postgres; app.services; pytest; uuid,test_a_prefix_outside_the_project_is_refused_not_deleted; test_prefixes_that_escape_the_project_are_all_refused; test_the_shapes_the_product_actually_writes_are_accepted; test_the_canonical_prefix_is_always_included; test_a_refused_prefix_is_reported_rather_than_dropped; _Result; _DB; _Mongo; test_a_run_cited_by_a_compliance_pack_is_refused; test_a_run_linked_to_a_release_is_refused; test_a_run_with_a_published_decision_report_is_refused; test_an_uncited_run_has_no_blockers; test_every_citation_is_reported_not_just_the_first; test_an_unreachable_mongo_blocks_rather_than_allows; test_an_in_progress_run_is_refused; test_the_status_check_uses_the_columns_vocabulary
backend/tests/test_run_deletion_scoping.py,test,551,S2c — the guards that make a single-run delete safe to expose.,__future__; app.models.postgres; app.services; app.services.stream_service; importlib; inspect; pathlib; pytest; re; types; unittest.mock; uuid,_Collection; _index; two_runs; test_purging_one_run_leaves_the_other_runs_indexed; test_the_scoped_purge_filters_on_the_project_too; test_preview_counts_without_deleting; test_an_unreachable_index_reports_none_not_zero; test_a_failure_midway_reports_none_not_a_partial_count; test_a_run_with_no_documents_reports_zero_not_none; test_the_project_wide_purge_still_exists_for_the_nightly_sweep; test_every_run_creating_site_is_classified; test_each_resurrecting_module_consults_the_tombstone; test_the_drainer_creates_nothing_for_a_tombstoned_run; test_the_tombstone_lookup_fails_open; test_a_non_uuid_slug_is_not_tombstoned; test_the_tombstone_is_staged_not_committed; test_the_tombstone_has_no_foreign_key_to_test_runs; test_the_tombstone_lookup_rejects_an_answer_it_did_not_ask_for; test_create_session_skips_the_stub_for_a_tombstoned_run
backend/tests/test_run_diff_service.py,test,197,Unit tests for run_diff_service.py,app.models.enums; app.models.postgres; app.services.run_diff_service,TestClassifyRegression; TestClassifyCluster; TestPassRateDelta; TestClassificationPriorityOrder
backend/tests/test_run_status.py,test,43,Regression: a finalized run that executed nothing must not grade as PASSED.,__future__; app.models.postgres; app.services.run_status,test_empty_run_is_stopped_not_passed; test_all_skipped_run_is_stopped; test_run_with_failures_is_failed; test_run_with_broken_is_failed; test_all_passing_run_is_passed; test_negative_guard_is_stopped
backend/tests/test_search_entity_counts.py,test,188,Unit tests for GET /api/v1/search/entity-counts.,__future__; app.routers.search; pytest; types; unittest.mock; uuid,_Result; _db_with_counts; test_entity_counts_project_scoped_returns_all_six_keys; test_entity_counts_all_projects_admin_returns_active_totals; test_entity_counts_user_with_no_projects_gets_zeros; test_entity_counts_handles_null_count_as_zero
backend/tests/test_search_ranking.py,test,65,"Unit tests for search_ranking.py — pure functions, no DB required.",app.services.search_ranking,TestComputeHybridScore; TestBuildMatchReasons
backend/tests/test_semantic_index_unmeasured.py,test,122,"Indexing must not report a failure as ""indexed nothing"".",__future__; app.services; app.worker; inspect; pytest,test_full_index_reports_none_when_the_store_is_unreachable; test_incremental_index_reports_none_when_the_store_is_unreachable; test_incremental_index_reports_none_when_the_embedder_fails_midrun; test_indexing_signatures_admit_the_unmeasured_case; test_reindex_task_reports_whether_the_count_is_real; test_full_reindex_operational_failure_enters_celery_retry_path
backend/tests/test_slo_alerts_match_budgets.py,test,226,SLO-alert ratchet — keeps the Prometheus rules in sync with the Python,__future__; app.services.performance_budgets; json; pathlib; pytest; re; yaml,_find_alerts_file; _load_slo_rules; _extract_threshold_seconds; _slo_label; test_every_slo_alert_has_a_matching_budget; test_alert_thresholds_match_budgets; test_every_http_budget_has_an_alert; _find_dashboard_file; test_dashboard_panels_cover_every_slo_budget
backend/tests/test_smoke_script.py,test,66,Adoption regression — the `scripts/smoke.py` decision logic.,__future__; importlib.util; pathlib; sys,test_all_core_ok_passes; test_a_core_failure_fails; test_informational_failure_does_not_fail_smoke; test_empty_checks_is_vacuously_ok; test_probe_handles_unreachable_host_without_raising
backend/tests/test_sso_scim.py,test,812,"Unit tests for SSO/SAML, SCIM provisioning, and identity event endpoints (ENT-01).",__future__; app.core.config; app.models.postgres; app.models.schemas; app.services; app.services.scim_service; app.services.sso_service; base64; cryptography; cryptography.hazmat.primitives; cryptography.hazmat.primitives.asymmetric; cryptography.x509.oid; datetime; hashlib; importlib.util; pydantic; pytest; signxml; sys; types; unittest.mock; uuid,_make_stub; _stub_external_modules; _make_test_cert; _make_saml_response; TestCertificateValidation; TestSAMLParsing; TestSAMLSignatureVerification; TestRoleMapping; TestSCIMToken; TestSCIMFilterParsing; TestSCIMResourceConversion; TestSSOSchemas; TestSSOConfigResponse; TestSSOEnforcement; TestIdentityEventTypes; TestSSOEnums; TestConfigValidation; TestSCIMErrorSchema; TestSyncStatusSchema; TestModelColumnWidths
backend/tests/test_step_flip_for_run.py,test,220,FLK-P6 slice 5 — run-level step-flip roll-up read.,app.services.runs_service; datetime; pytest; types,_Result; _flatten_param_values; _FakeDB; _sr; _oscillating; test_missing_run_returns_none; test_run_with_no_anchored_tests_reports_empty_rollup; test_only_flipping_tests_surfaced_sorted_by_flips; test_tests_sorted_by_total_flips_desc; test_truncation_flagged_when_run_exceeds_cap
backend/tests/test_step_flip_for_test.py,test,182,FLK-P6 slice 4 — per-test step-flip surface read.,app.services.runs_service; datetime; pytest; types,_Result; _flatten_param_values; _FakeDB; _sr; test_missing_test_case_returns_none; test_no_fingerprint_returns_empty_window_report; test_oscillating_step_surfaced_for_test; test_resolved_test_without_history_reports_empty_window; test_stable_step_reports_no_flip
backend/tests/test_step_flip_read.py,test,263,FLK-P6 slice 3 — DB read that assembles the per-run step window.,app.services.runs_service; datetime; pytest; types,_Result; _flatten_param_values; _FakeDB; _sr; test_empty_fingerprints_short_circuits; test_no_anchor_returns_empty_after_one_query; test_oscillating_step_flagged_as_flip; test_stable_step_reports_no_flip; test_single_run_reports_insufficient_history; test_resolved_canonical_without_history_reports_empty_window; test_project_scoping_excludes_other_project_canonical; test_max_runs_caps_the_window_to_most_recent_runs; test_since_filters_out_older_runs; test_two_runs_per_run_window_groups_steps_by_ordinal
backend/tests/test_step_run_retention.py,test,215,Per-run step-outcome retention (``test_step_runs``) — foundation slice for,__future__; app.models.postgres; app.services; importlib; inspect; pytest; sqlalchemy; tests.test_granular_steps_ingestion; types; unittest.mock; uuid,_case_with_child_status; _RetentionDB; _ingest; test_step_runs_retained_across_runs_enables_step_flip; test_step_runs_idempotent_per_run_on_reingest; test_test_step_runs_model_contract; test_migration_0097_present_and_reversible
backend/tests/test_storage.py,test,434,,aiohttp; app.core.config; app.db; app.db.storage; app.services; botocore.exceptions; os; pathlib; pytest; re; shutil; socket; unittest.mock,temp_storage_path; _S3Stub; s3_stub; s3_provider; test_s3_stream_object_streams_a_multi_chunk_object; test_s3_stream_object_handles_chunk_boundaries; test_s3_stream_object_raises_for_a_missing_key; provider; test_storage_provider_contract; test_storage_provider_delete_prefix_contract; test_dynamic_provider_facade_streams_on_both_backends; test_s3_stream_object_against_live_minio; test_local_storage_writes_to_the_expected_path; test_local_storage_rejects_key_traversal; test_local_storage_rejects_bucket_traversal; test_dynamic_provider_consumes_changed_runtime_config
backend/tests/test_storage_accounting.py,test,449,S3 — per-project storage footprint.,__future__; app.routers.retention; app.services; fastapi; pytest; uuid,_FailingStorage; _FakeStorage; _FailingMongoCollection; _FailingMongo; _FakeMongoCollection; _FakeMongo; _db_with_runs; test_object_storage_bytes_are_summed_from_object_metadata; test_uploads_tree_is_listed_once_not_per_run; test_an_object_shared_by_two_prefixes_is_counted_once; test_unreachable_object_store_reports_not_measured_never_zero; test_one_store_failing_does_not_lose_the_others; test_total_is_flagged_an_estimate_when_any_part_is; test_total_is_none_when_nothing_could_be_measured; test_postgres_reports_exact_rows_and_no_invented_bytes; test_unreachable_mongo_reports_not_measured; test_per_run_prefix_listing_is_capped; test_payload_renames_bytes_field_for_the_wire; test_storage_route_returns_404_for_a_missing_project; _deleted_rows_db; test_a_project_that_never_opted_in_is_flagged_unreachable; test_a_disabled_policy_row_is_still_unreachable; test_a_capped_scan_says_so_rather_than_understating; test_no_deleted_projects_is_not_truncated; test_the_scan_actually_filters_on_deleted_projects
backend/tests/test_suite_history_service.py,test,41,,app.services.suite_history_service; pytest,_EmptyResult; _RecordingDb; test_compute_suite_history_uses_valid_where_when_unscoped; test_compute_suite_history_uses_valid_where_with_only_suite_filter
backend/tests/test_suite_review_service_refresh.py,test,176,Regression test for the suite-review PUT 500 (2026-05-16).,__future__; app.services; contextlib; pytest; sqlalchemy.exc; types; unittest.mock; uuid,_scalar_result; _attach_savepoint; test_get_or_create_review_refreshes_after_creating_new_row; test_get_or_create_review_reselects_winner_on_unique_race; test_get_or_create_review_does_not_refresh_when_row_exists; test_update_review_refreshes_after_flush; test_update_review_rejects_unknown_state
backend/tests/test_suite_traceability.py,test,330,Tests for Suite Membership Traceability (TS-1 through TS-7).,app.models.postgres; app.models.schemas; app.services.suite_sync_service; datetime; hashlib; pathlib; pytest; types; unittest.mock; uuid,TestSuiteMembershipModel; TestSuiteMembershipEventModel; TestSuiteMembershipSchemas; TestDeletedBucketNaming; TestSyncEventCreation; _FakeResult; _FakeScalars; _FakeAsyncSession; TestSyncOneSuite; _make_test_fingerprint; TestFingerprintDeterminism; TestMigrationExists
backend/tests/test_suites_listing.py,test,235,Unit tests for the test-suites listing path used by /api/v1/suites.,__future__; app.services.test_suite_service; contextlib; pytest; types; unittest.mock; uuid,_ScalarsAll; _SuitesExecResult; _CountsExecResult; _MissingSuitesResult; _suite; test_list_test_suites_empty_project_list_returns_empty; test_list_test_suites_returns_items_with_counts; test_list_test_suites_skips_count_query_when_disabled; test_list_test_suites_all_projects_when_project_ids_is_none; test_list_test_suites_backfills_missing_suites_from_test_runs
backend/tests/test_summary_assembler.py,test,345,"Unit tests for summary_assembler.py — all pure functions, no DB required.",app.services.summary_assembler,test_assemble_context_empty_inputs; test_assemble_context_populates_facts; test_assemble_context_category_counts; test_assemble_context_top_analyses_threshold; test_assemble_context_evidence_snippets; test_assemble_context_release_inputs; test_assemble_context_similar_failures; test_extract_citations_matches_verbatim; test_extract_citations_no_match; test_extract_citations_short_excerpt_skipped; test_extract_citations_empty_inputs; test_extract_citations_multiple_matches; test_build_context_string_executive_shorter; test_build_context_string_developer_includes_evidence; test_build_context_string_manager_includes_root_causes; test_owner_hints_product_bug; test_owner_hints_infrastructure; test_owner_hints_flaky; test_owner_hints_with_release_recommendation; test_owner_hints_without_release_recommendation
backend/tests/test_summary_renderer_fallback.py,test,316,Coverage slice — the deterministic summary a human reads when the LLM is down.,__future__; app.services.summary_renderer; json; unittest.mock,_assembled; test_fallback_developer_shape_and_values; test_fallback_developer_excerpt_truncated_to_100_chars; test_fallback_developer_caps_actions_at_three_across_analyses; test_fallback_developer_defaults_when_no_analyses; test_fallback_developer_tolerates_empty_assembled; test_fallback_manager_shape_and_values; test_fallback_manager_defaults_when_release_inputs_empty; test_fallback_manager_tolerates_empty_assembled; test_format_similar_empty; test_format_similar_with_names_takes_first_three; test_format_similar_present_but_no_names; test_render_developer_summary_falls_back_on_reason; test_render_manager_summary_falls_back_on_reason; test_render_developer_summary_falls_back_when_llm_raises; test_render_manager_summary_falls_back_when_llm_raises; _mock_llm_returning; test_render_developer_summary_parses_llm_json_and_cites; test_render_manager_summary_parses_llm_json
backend/tests/test_summary_report_pdf.py,test,291,Smoke test for the Summary Report PDF renderer.,__future__; app.services.summary_report_pdf; pytest,_sample_payload; test_render_summary_report_pdf_emits_pdf_bytes; test_render_summary_report_pdf_handles_empty_sections; test_render_summary_report_pdf_handles_latest_mode_without_runs_per_day; test_render_summary_report_pdf_wraps_long_test_names_in_top_failing; test_render_summary_report_pdf_wraps_long_suite_names_in_breakdown; test_render_summary_report_pdf_includes_step_breakdown_section; test_select_pdf_steps_bounds_window_around_failure; test_select_pdf_steps_returns_all_when_under_cap; test_render_summary_report_pdf_bounds_huge_step_breakdown; test_render_summary_report_pdf_skips_step_breakdown_when_no_steps
backend/tests/test_summary_report_router.py,test,274,Smoke tests for the summary-report router.,__future__; app.routers.summary_report; fastapi; pytest; types; unittest.mock; uuid,_envelope; test_enforce_project_access_allows_admin_seeing_all; test_enforce_project_access_rejects_non_member; test_get_summary_report_returns_service_envelope; test_get_summary_report_preserves_phase5_step_fields; test_get_summary_report_works_with_no_project_id; test_pdf_endpoint_streams_pdf_bytes
backend/tests/test_summary_report_service.py,test,321,Unit tests for services.summary_report_service.,__future__; app.services; app.services.summary_report_service; datetime; pytest; types; unittest.mock; uuid,_scalar; _one; _all; _totals_row; _uniq_row; _suite_row; _top_row; test_returns_empty_envelope_when_project_id_missing; test_rejects_invalid_mode; test_window_mode_aggregates_runs_and_emits_per_suite_breakdown; test_enrich_failure_steps_attaches_breakdown_and_failure_location; test_latest_mode_uses_per_suite_snapshot_and_sets_no_runs_per_day; test_zero_totals_produce_safe_pct_math; test_suite_row_helper_computes_evaluated_pass_rate
backend/tests/test_summary_tier_routing.py,test,243,,__future__; app.agents; app.agents.summary_agent; app.core.metrics; app.services; app.services.agent_capability_registry; app.services.agent_config_resolver; app.services.agent_config_service; app.services.llm_factory; app.services.step_llm_budget; pytest; types; unittest.mock,_endpoint; _resolved; test_summary_default_is_promoted_only_after_the_g2_gate_shipped; test_summary_repairs_slm_once_then_escalates_and_enqueues_pair; test_summary_retry_override_uses_llm_directly; test_valid_slm_summary_neither_repairs_nor_escalates; test_json_validation_failure_is_exposed_to_the_tier_orchestrator; test_get_llm_consumes_the_resolved_endpoint_as_one_unit
backend/tests/test_supported_formats_docs_truth.py,test,54,Docs-truth ratchet for supported ingestion formats (PMF backlog US-1.6).,__future__; app.routers.ingest; pathlib; re,test_user_guide_names_every_supported_format; test_user_guide_does_not_advertise_unsupported_formats; test_cli_upload_help_names_every_supported_format
backend/tests/test_t3_mutation_harness.py,test,20,Keep the T3 trigger-attribution mutation proof wired into CI.,__future__; pathlib; subprocess; sys,test_t3_mutation_harness
backend/tests/test_t5_mutation_harness.py,test,20,Keep the T5 mutation harness wired into the backend suite.,__future__; pathlib; subprocess; sys,test_t5_mutation_harness
backend/tests/test_test_case_authorization.py,test,51,,app.core.deps; app.models.postgres; fastapi; pytest; types; uuid,_Result; _Db; test_test_case_resolver_rejects_cross_tenant_member; test_test_case_resolver_returns_server_owned_scope_for_member
backend/tests/test_test_case_governance_compatibility.py,test,124,Compatibility-window contracts that prevent lifecycle rollout regressions.,__future__; app.models.schemas; app.routers; app.services; fastapi; pytest; tests.conftest; types; unittest.mock; uuid,test_ai_plan_eligibility_includes_approved_and_active_only; test_transition_and_deprecation_request_schemas_pin_wire_compatibility; test_default_authored_list_hides_terminal_rows_and_include_archived_is_explicit; test_change_summary_only_patch_is_a_true_noop_without_version_or_audit
backend/tests/test_test_case_governance_sp.py,test,486,"S-P promotion, retirement, orphan, evidence-gap, and metric contracts.",__future__; app.models.postgres; app.services; datetime; fastapi; pytest; tests.conftest; types; unittest.mock; uuid,_actor; _canonical; _session_for_scalar; test_promotion_copies_identity_verbatim_and_stages_complete_draft; test_promotion_reuses_one_existing_same_fingerprint_case; test_promotion_refuses_terminal_same_fingerprint_without_side_effects; test_promotion_refuses_ambiguous_same_fingerprint_cases_without_linking; test_promotion_is_row_locked_and_rejects_double_promotion; test_promotion_refuses_canonical_without_stable_fingerprint; test_unlink_preserves_both_rows_and_audits_the_required_reason; test_unlink_unlinked_canonical_is_conflict_without_writes; test_direct_governance_reason_over_500_is_422_before_database_access; test_retirement_confirmation_requires_deleted_unconfirmed_case; test_retirement_confirmation_captures_actor_reason_and_timestamp; test_orphan_query_is_project_scoped_unconfirmed_and_updates_gauge; test_orphan_gauge_is_reset_when_scoped_project_has_no_orphans; test_orphan_gauge_failure_is_best_effort; test_evidence_gap_queries_are_project_scoped; test_evidence_gap_unknown_kind_and_empty_scope_fail_closed
backend/tests/test_test_case_lifecycle_state_machine.py,test,462,Committed S0/S2 lifecycle contract tests.,__future__; app.core.metrics; app.models.postgres; app.services; fastapi; pytest; sqlalchemy; types; unittest.mock; uuid,_actor; _case; _table_as_strings; test_transition_table_is_the_settled_contract_and_every_state_is_reachable; test_every_action_has_at_least_one_transition; test_allowed_actions_enforces_role_claimant_and_self_approval_rules; test_only_leads_receive_destructive_actions; test_flag_off_advertises_no_direct_lifecycle_actions; test_lock_case_uses_select_for_update; test_version_numbers_are_unique_per_case; test_stage_snapshot_captures_every_authored_field; test_unknown_and_illegal_transitions_fail_without_writes; test_deprecate_requires_reason_and_lead_role_before_mutating; test_every_destructive_transition_requires_a_non_blank_reason; test_lead_only_actions_reject_qa_engineers; test_admin_has_the_same_destructive_action_surface_as_qa_lead; test_decision_is_restricted_to_current_claimant; test_lead_or_admin_may_unclaim_another_review_without_deciding; test_withdraw_permission_matches_allowed_actions_and_transition_guard; test_transition_stages_snapshot_audit_flush_and_metric; test_archived_case_can_be_reinstated_to_editable_draft; test_legacy_review_action_auto_claims_before_decision
backend/tests/test_test_execution_review_validation.py,test,232,Validation coverage for per-execution review persistence.,__future__; app.models.postgres; app.models.schemas; app.routers.test_execution_reviews; app.services.test_execution_review_service; datetime; fastapi; pathlib; pytest; sqlalchemy; types; unittest.mock; uuid,test_test_execution_review_has_database_check_constraints; test_0081_migration_creates_same_database_constraints; _scalar_result; _review_row; test_service_rejects_pending_review_as_transition_target; test_service_rejects_defect_filed_without_link_before_write; test_service_creates_review_row_for_valid_transition; test_upsert_review_api_enforces_project_access_before_write; test_upsert_review_api_hydrates_service_result
backend/tests/test_test_health_coach.py,test,352,Unit tests for Test Health Coach Service (Epic 10).,__future__; app.agents.test_health_agent; app.models.schemas; app.services.test_health_coach_service; importlib.util; pytest; sys; types; unittest.mock,_make_stub; _stub_external_modules; TestAntiPatternClassification; TestStabilizationActions; TestQuarantineRecommendation; TestImpactScore; TestTestHealthSchemas; TestAntiPatternDetection; TestProductBugNotMislabeled
backend/tests/test_test_management_suites_unique_count.py,test,319,Regression test for GET /api/v1/test-management/suites — test_count,__future__; app.routers; app.routers.test_management_exports; app.services.suite_review_service; inspect; pytest; re; types; unittest.mock; uuid,test_suites_sql_uses_distinct_on_test_fingerprint; _Result; _row; _NoopSavepoint; _make_begin_nested; test_list_test_suites_returns_unique_counts_from_cte; test_list_test_suites_merges_managed_cases_additively; test_list_test_suites_surfaces_live_stream_gap_suites; test_list_test_suites_run_aggregate_does_not_double_count_existing
backend/tests/test_tier_comparison_router.py,test,105,,__future__; app.routers; app.services; app.services.agent_eval_samples; fastapi; inspect; pytest; types; unittest.mock; uuid,_output; _body; test_route_runs_paired_gate_persists_and_commits; test_route_refuses_an_agent_capability_mismatch; test_tier_comparison_is_project_scoped; test_agent_config_put_surfaces_unmeasured_downgrade_as_422
backend/tests/test_tracing.py,test,169,Unit coverage for the optional OpenTelemetry startup boundary.,app.core; logging; opentelemetry; opentelemetry.exporter.otlp.proto.http; opentelemetry.sdk.trace; pathlib; pytest; sys; yaml,_reset_tracing_guard; test_otlp_trace_endpoint_is_signal_qualified_once; test_exporter_configuration_failure_does_not_abort_startup; _spy; _processors; test_no_endpoint_outside_development_exports_nothing_and_warns_once; test_development_keeps_the_stdout_fallback; test_missing_otlp_package_in_production_does_not_fall_back_to_stdout; test_an_endpoint_gets_the_otlp_exporter_and_no_console; _NullProcessor; test_the_base_configmap_never_enables_tracing_without_an_endpoint
backend/tests/test_trend_data_iso_date.py,test,85,Regression test for the trend ``date`` field wire format (2026-05-16).,__future__; app.services.metrics_service; datetime; pytest; re; types; unittest.mock,_execute_returning; test_trend_date_is_iso_yyyy_mm_dd; test_trend_dates_are_iso_for_every_row
backend/tests/test_triage_tool_call_idempotency.py,test,235,"E7.6: triage files at most one Jira ticket per failure, however often it re-runs.",__future__; app.agents; app.core.config; app.services; app.services.action_policy; app.services.pipeline_lease; app.services.tool_call_idempotency; contextlib; pytest; types; unittest.mock; uuid,_Ledger; _TriageDB; wired; _state; test_the_ticket_call_matches_the_real_client_signature; test_crash_after_ticket_creation_retry_files_no_second_ticket; test_a_call_whose_outcome_was_never_recorded_is_not_repeated; test_stage_entry_takes_unknown_outcomes_off_the_work_list; test_a_reclaimed_lease_stops_triage_instead_of_being_logged
backend/tests/test_user_management.py,test,462,Unit tests for user management endpoints.,__future__; app.models.postgres; app.models.schemas; app.routers.api_keys; app.routers.users; datetime; fastapi; hashlib; importlib.util; pydantic; pytest; sys; types; unittest.mock; uuid,_make_stub; _stub_external_modules; _make_user; _execute_result; TestAdminCreateUserRequest; TestAdminCreateUser; TestListApiKeys; TestCreateApiKey; TestInviteUser; TestProjectMembers
backend/tests/test_verified_release_promotion.py,test,274,"Regression contracts for the verified, digest-only release path.",__future__; pathlib; pytest; yaml,_yaml; _on; _executable_steps; _called_verifier_jobs; _job_needs; test_exact_sha_verifier_is_a_reusable_workflow_with_a_required_input; test_exact_sha_verifier_queries_ci_for_the_requested_sha; test_release_tag_path_calls_the_exact_sha_verifier_before_promotion; test_release_resolves_an_annotated_tag_to_its_commit_before_verifying; test_release_and_cloud_deploys_do_not_rebuild_or_push_images; test_each_promotion_consumer_uses_the_sha_named_verified_manifest; test_promotion_consumers_pass_an_explicit_sha_to_the_verifier; test_manifest_consumption_is_ordered_after_exact_sha_verification; test_legacy_gke_tag_build_workflow_is_removed; test_manifest_tool_is_present_for_workflow_validation_and_materialization; test_release_workflow_has_no_build_job_named_as_a_promotion_step; test_main_image_manifest_resolves_version_file_before_publishing_images; test_cloud_deploys_invoke_the_non_executable_helper_through_bash; test_dev_migration_and_backend_rollout_use_the_same_immutable_digest; test_deploy_helper_preserves_the_complete_kustomize_resource_tree; test_airgap_override_routes_the_migration_service_to_the_private_registry; test_eks_materializes_into_the_component_registry_namespace; test_cloud_deploys_checkout_the_verified_source_sha
backend/tests/test_verify_compose_queues.py,test,108,,__future__; importlib.util; json; pathlib; pytest; types,FakeResult; FakeInspect; FakeControl; FakeApp; test_shard_count_expands_contract; test_invalid_contracts_fail_closed; test_success_routes_every_queue_and_records_attribution; test_failures_are_complete_and_credentials_are_sanitized; test_unexpected_result_fails_closed
backend/tests/test_webhook_worker_task.py,test,25,Regression coverage for outbound webhook Celery retry behavior.,app.services; app.worker; celery.exceptions; pytest; unittest.mock; uuid,test_unhandled_webhook_service_failure_requests_celery_retry
backend/tests/test_workflow_compiler.py,test,472,,__future__; app.agents; app.agents.workflow_compiler; app.services; app.services.agent_capability_registry; app.services.agent_config_service; copy; pytest; random,_body; _noop_executors; _topology; test_builtin_definitions_compile_to_the_live_graph_topology; test_workflow_eligibility_matches_every_concrete_runtime_executor; test_compiler_rejects_unknown_capability_and_missing_dependency; test_semantic_validation_rejects_ignored_step_model_override; test_validation_rejects_registered_capability_without_workflow_executor; test_reviewer_requires_one_bounded_supervisor_retry_loop; test_parallel_reviewer_steps_are_rejected; test_relational_condition_treats_missing_runtime_fact_as_false; test_dependency_must_dominate_every_path; test_same_capability_can_appear_at_multiple_named_steps; test_compiler_rejects_cycles_except_bounded_declared_loops; test_policy_checks_capability_mode_and_tool_allowlist; test_typed_conditions_validate_names_enums_types_and_limits; test_branch_sets_are_ordered_and_exhaustive; test_condition_evaluation_uses_typed_state_and_frozen_config_refs; test_compile_error_is_fail_closed_and_does_not_emit_a_graph; test_declared_loop_executes_no_more_than_its_bound; _valid_condition; test_typed_condition_ast_fuzz_is_total; _untrusted_json; test_untrusted_condition_fuzz_never_escapes_validation
backend/tests/test_workflow_cost_budget_gate.py,test,845,Pipeline-wide cost-cap regressions for durable AI dispatch.,app.agents; app.db; app.services; app.services.llm_cost_budget; app.worker; asyncio; celery.exceptions; pytest; types; unittest.mock; uuid,test_hard_cap_completes_without_invoking_any_graph_or_llm; test_deep_hard_cap_is_persisted_and_never_invokes_graph; test_partial_resume_preserves_original_budget_downgrade; test_durable_task_forwards_prechecked_budget_downgrade; test_durable_deep_task_forwards_prechecked_budget_downgrade; test_regression_watchman_downgrade_never_constructs_llm; test_release_risk_downgrade_never_constructs_llm; test_suite_comparison_rechecks_each_suite_and_falls_back_after_cap; test_suite_comparison_downgrade_uses_deterministic_report; test_suite_comparison_retries_failures_and_resumes_ready_reports; test_suite_comparison_includes_primary_suite_without_case_suite_rows
backend/tests/test_workflow_visibility.py,test,182,Tests for Run Intelligence & Deep Analysis Workflow Visibility (WF-1 through WF-8).,app.models.postgres; app.services.workflow_run_state; pathlib; pytest,TestPipelineModels; TestTriggerResponse; TestDeepStageClassification; TestPipelineStatusStates; TestFrontendServiceContract
backend/tests/test_workflows_router.py,test,406,,__future__; app; app.models.postgres; app.routers; app.services; datetime; fastapi; inspect; pytest; types; unittest.mock; uuid,_row; _dependency_names; _allow_semantic; _publish_body; test_every_route_is_project_scoped_and_mutations_require_qa_lead; test_builtin_mutations_return_405; test_router_is_registered_as_protected; test_evaluate_route_persists_g4_and_records_activity; test_publish_refuses_measured_regression_without_override; test_publish_records_reasoned_regression_acceptance; test_publish_triggers_missing_evaluation_and_allows_insufficient_evidence; test_publish_reevaluates_existing_verdict_before_enforcement; test_publish_refuses_acceptance_for_a_stale_eval_manifest; test_publish_uses_the_full_authoritative_replay_window; test_publish_refuses_semantically_invalid_workflow_before_evaluation; test_evaluate_refuses_to_mutate_a_published_version; test_publish_is_bound_to_selected_version_digest_and_exact_repeats_are_read_only
benchmarks/classification/dataset.json,implementation/configuration,61,,", ; , ",at
benchmarks/classification/evaluate.py,implementation/configuration,172,Classification benchmark evaluator.,__future__; app.services.rules_engine; argparse; collections; datetime; json; pathlib; platform; sys; time; typing,load_dataset; classify_via_rules; evaluate; main
benchmarks/pipeline/aggregate.py,implementation/configuration,674,Pure aggregation for the AI pipeline baseline (O-0).,__future__; typing,_num; _as_list; _as_dict; percentile; _distribution; _duration_seconds; failed_test_count; band_for; _run_is_degraded; _day_of; summarize_temporal; _is_degradation; _parse_failures; _classifier_outcomes; summarize_classifier; summarize_stage; summarize_band; _evidence_signature; summarize_report_grounding; summarize_narrative_citations; _not_measured; build_baseline
benchmarks/pipeline/collect.py,implementation/configuration,389,Collect an AI-pipeline baseline from telemetry the pipeline already writes.,__future__; aggregate; argparse; asyncio; asyncpg; datetime; json; motor.motor_asyncio; os; pathlib; sys; typing,_json_field; _normalize_dsn; _fetch_grounding; collect; render; main
benchmarks/results/pipeline_baseline.json,implementation/configuration,1523,,,
benchmarks/results/pipeline_baseline_post_fixes.json,implementation/configuration,1534,,,
cli/pyproject.toml,implementation/configuration,24,,,
cli/testlookup_cli/__init__.py,implementation/configuration,2,TestLookup CLI — QA intelligence from your terminal.,,
cli/testlookup_cli/app.py,implementation/configuration,77,TestLookup CLI — root application and command registration.,sys; testlookup_cli; testlookup_cli.commands.auth; testlookup_cli.commands.ci_verdict; testlookup_cli.commands.deep; testlookup_cli.commands.doctor; testlookup_cli.commands.health; testlookup_cli.commands.intelligence; testlookup_cli.commands.keys; testlookup_cli.commands.projects; testlookup_cli.commands.reports; testlookup_cli.commands.reviews; testlookup_cli.commands.runs; testlookup_cli.commands.search; testlookup_cli.commands.tests; testlookup_cli.commands.upload; typer,_banner_for_version; version_callback; main
cli/testlookup_cli/ci_context.py,implementation/configuration,227,CI-context auto-detection for the TestLookup CLI (US-4.3b).,__future__; os; re; typing,_to_pr_number; _clip; _repo_from_git_url; detect_ci_context; resolve_ci_context
cli/testlookup_cli/client.py,implementation/configuration,191,"Shared HTTP client — handles auth injection, retries, and error mapping.",httpx; testlookup_cli.config; testlookup_cli.errors; typing,_error_body_snippet; _raise_for_status; _build_headers; request; download; _try_refresh; login
cli/testlookup_cli/commands/__init__.py,implementation/configuration,0,,,
